0,1,2,3,4,5,6,7,8
3.0,4.0,2.0,1.0,4.0,1.0,1.0,0.9793266361562071,1.0
1.0,1.0,5.0,2.0,5.0,2.0,4.0,0.9832864313838992,4.0
1.0,2.0,4.0,2.0,5.0,2.0,3.0,0.980050772357634,3.0
4.0,5.0,1.0,1.0,2.0,1.0,3.0,0.9778729342748415,3.0
1.0,1.0,5.0,3.0,5.0,2.0,5.0,0.9803500890269444,5.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,0.9784914157673639,3.0
1.0,1.0,5.0,4.0,4.0,3.0,3.0,0.9798146976144434,3.0
1.0,1.0,5.0,2.0,5.0,1.0,2.0,0.9815757619481941,2.0
4.0,4.0,2.0,1.0,3.0,1.0,1.0,0.9767807421641301,1.0
3.0,4.0,3.0,3.0,2.0,2.0,1.0,0.9470652774153665,1.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,0.9851929350912492,1.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9778408096515478,3.0
3.0,4.0,3.0,2.0,3.0,1.0,3.0,0.9718963557724121,3.0
2.0,2.0,4.0,2.0,5.0,2.0,4.0,0.9854854374434572,4.0
3.0,3.0,3.0,1.0,4.0,1.0,3.0,0.9723144906123375,3.0
1.0,1.0,5.0,2.0,5.0,1.0,2.0,0.9831953117355485,2.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,0.9818228354954178,2.0
1.0,2.0,5.0,2.0,5.0,1.0,4.0,0.9797095090699263,4.0
2.0,3.0,3.0,2.0,5.0,1.0,1.0,0.9748953646279422,1.0
3.0,3.0,3.0,1.0,5.0,1.0,2.0,0.9812088982546274,2.0
1.0,2.0,4.0,3.0,3.0,3.0,2.0,0.9802396095137287,2.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.9765123093718875,1.0
1.0,2.0,4.0,4.0,3.0,3.0,3.0,0.9803567877353654,3.0
1.0,2.0,4.0,1.0,5.0,1.0,3.0,0.9874408009635955,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9833933488125931,1.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9880235450101623,3.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,0.9831408866145509,1.0
1.0,1.0,5.0,4.0,5.0,3.0,5.0,0.982660849928537,5.0
2.0,3.0,3.0,2.0,4.0,2.0,3.0,0.983313156191053,3.0
1.0,1.0,5.0,3.0,5.0,3.0,3.0,0.9811076338884579,3.0
1.0,1.0,5.0,1.0,5.0,1.0,3.0,0.9834688398614402,3.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,0.9861782161671521,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9725615625876346,1.0
2.0,3.0,3.0,2.0,4.0,1.0,5.0,0.9841468064814904,5.0
1.0,1.0,5.0,4.0,5.0,3.0,3.0,0.9757580315245494,3.0
2.0,2.0,4.0,1.0,5.0,1.0,3.0,0.986259103440802,3.0
1.0,2.0,5.0,4.0,4.0,3.0,5.0,0.9796447275855593,5.0
1.0,2.0,4.0,3.0,4.0,2.0,3.0,0.9798370474630665,3.0
2.0,3.0,3.0,2.0,4.0,1.0,5.0,0.9800715195014271,5.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9764881207876239,1.0
3.0,4.0,3.0,1.0,4.0,1.0,3.0,0.9723423239884867,3.0
1.0,1.0,5.0,1.0,5.0,1.0,1.0,0.9802017384803342,1.0
1.0,2.0,4.0,4.0,4.0,3.0,5.0,0.9750385534733785,5.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9738314415214209,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9743253875370247,1.0
1.0,2.0,4.0,3.0,5.0,2.0,2.0,0.9837741769845076,2.0
1.0,1.0,5.0,5.0,4.0,5.0,5.0,0.9786746289761997,5.0
2.0,2.0,4.0,3.0,3.0,2.0,1.0,0.9821171958175866,1.0
1.0,2.0,5.0,3.0,5.0,3.0,1.0,0.9775628163366061,1.0
1.0,1.0,5.0,3.0,4.0,2.0,1.0,0.9831451968523371,1.0
2.0,3.0,3.0,1.0,5.0,1.0,1.0,0.9847327095226952,1.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,0.9854085546853977,1.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,0.9801900386927618,2.0
1.0,1.0,5.0,4.0,5.0,3.0,4.0,0.9856920299520072,4.0
2.0,3.0,3.0,1.0,5.0,1.0,3.0,0.9826185675133637,3.0
2.0,2.0,4.0,1.0,5.0,1.0,5.0,0.9790912375555287,5.0
2.0,2.0,4.0,2.0,4.0,2.0,3.0,0.9848120367991817,3.0
1.0,1.0,5.0,4.0,4.0,4.0,3.0,0.9803124971564531,3.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,0.9839646916568757,3.0
2.0,3.0,4.0,3.0,2.0,3.0,1.0,0.9755002287564164,1.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,0.9850141141286382,1.0
1.0,1.0,5.0,3.0,5.0,2.0,5.0,0.97816763497995,5.0
2.0,2.0,4.0,2.0,4.0,2.0,1.0,0.9800098925721173,1.0
2.0,2.0,4.0,2.0,4.0,2.0,3.0,0.9813231522839043,3.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9856180915899936,3.0
2.0,3.0,3.0,2.0,4.0,1.0,3.0,0.9766489195175461,3.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.979443656432126,3.0
4.0,5.0,2.0,2.0,1.0,2.0,1.0,0.9559166003680525,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9884403516454459,1.0
1.0,1.0,5.0,3.0,5.0,2.0,5.0,0.9786952281726741,5.0
2.0,2.0,4.0,3.0,3.0,2.0,5.0,0.9826048216067435,5.0
1.0,1.0,5.0,3.0,4.0,3.0,6.0,0.9808423487023893,6.0
2.0,3.0,4.0,1.0,5.0,1.0,1.0,0.9752357044097313,1.0
1.0,1.0,5.0,3.0,5.0,3.0,3.0,0.9828422322931564,3.0
1.0,1.0,5.0,4.0,5.0,4.0,5.0,0.9799174895989475,5.0
1.0,1.0,5.0,2.0,5.0,2.0,6.0,0.9860575310562484,6.0
1.0,2.0,5.0,1.0,5.0,1.0,1.0,0.979954072648075,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9832889323763833,1.0
1.0,2.0,4.0,4.0,3.0,4.0,3.0,0.9753865566373112,3.0
1.0,1.0,5.0,1.0,5.0,1.0,3.0,0.9809665609355104,3.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,0.9747755661841573,3.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,0.9878079146662317,1.0
1.0,2.0,5.0,3.0,4.0,3.0,5.0,0.9789178615797718,5.0
3.0,4.0,3.0,1.0,4.0,1.0,1.0,0.9772813271772913,1.0
1.0,1.0,5.0,4.0,5.0,3.0,2.0,0.9774777693628417,2.0
2.0,3.0,3.0,3.0,3.0,2.0,3.0,0.9789348144244383,3.0
3.0,4.0,2.0,1.0,3.0,1.0,4.0,0.9781863223803764,4.0
1.0,1.0,5.0,4.0,3.0,4.0,3.0,0.9585414648863272,3.0
2.0,3.0,4.0,1.0,4.0,1.0,1.0,0.9742421943469901,1.0
1.0,1.0,5.0,2.0,5.0,1.0,3.0,0.9784715177903117,3.0
3.0,3.0,3.0,1.0,4.0,1.0,2.0,0.9847299782063866,2.0
1.0,2.0,4.0,4.0,4.0,3.0,3.0,0.978428518914739,3.0
1.0,2.0,5.0,3.0,4.0,3.0,4.0,0.9771528866832115,4.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,0.9845575730374749,1.0
1.0,1.0,5.0,2.0,5.0,1.0,3.0,0.9828397240202414,3.0
1.0,1.0,5.0,5.0,4.0,4.0,1.0,0.9600548557071981,1.0
1.0,1.0,5.0,4.0,5.0,3.0,6.0,0.9826209811533227,6.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9904610605901735,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9818127337862085,1.0
2.0,3.0,4.0,3.0,2.0,3.0,3.0,0.9727003676705004,3.0
3.0,4.0,2.0,1.0,3.0,1.0,2.0,0.9744556700172858,2.0
1.0,2.0,5.0,3.0,5.0,2.0,4.0,0.977559969602902,4.0
1.0,1.0,5.0,3.0,4.0,3.0,2.0,0.9720276006922856,2.0
3.0,4.0,2.0,1.0,4.0,1.0,1.0,0.9761216142878718,1.0
4.0,4.0,2.0,1.0,4.0,1.0,1.0,0.9618462433209994,1.0
1.0,2.0,4.0,4.0,3.0,3.0,3.0,0.9771392609046098,3.0
2.0,3.0,3.0,4.0,3.0,3.0,1.0,0.9792138596571064,1.0
1.0,1.0,5.0,2.0,5.0,2.0,4.0,0.9821603595179468,4.0
2.0,2.0,4.0,2.0,5.0,1.0,3.0,0.976716446314616,3.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,0.985439222974024,2.0
2.0,2.0,4.0,2.0,5.0,2.0,1.0,0.9889761020548924,1.0
2.0,2.0,4.0,3.0,4.0,2.0,1.0,0.9777745661481152,1.0
1.0,1.0,5.0,3.0,4.0,2.0,1.0,0.9806524713168213,1.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,0.9802290780349444,2.0
3.0,3.0,3.0,2.0,3.0,1.0,5.0,0.9732969728151338,5.0
2.0,2.0,4.0,3.0,4.0,2.0,3.0,0.9767226865722787,3.0
1.0,1.0,5.0,2.0,5.0,1.0,4.0,0.9856143523248149,4.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9855240794871262,3.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9776041886836401,1.0
2.0,3.0,4.0,2.0,3.0,2.0,3.0,0.9720540050397493,3.0
2.0,2.0,4.0,3.0,4.0,2.0,1.0,0.9851993588245208,1.0
1.0,2.0,4.0,2.0,5.0,2.0,4.0,0.9763874436165928,4.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.9826669476402157,1.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.9830484970967722,1.0
2.0,2.0,4.0,3.0,4.0,2.0,4.0,0.9766676647376291,4.0
1.0,2.0,4.0,2.0,5.0,2.0,3.0,0.9869577741769591,3.0
1.0,1.0,5.0,4.0,4.0,3.0,4.0,0.9809262515238385,4.0
2.0,2.0,4.0,2.0,5.0,1.0,2.0,0.9823322109786149,2.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9880501968179309,3.0
1.0,2.0,4.0,2.0,5.0,2.0,3.0,0.9787098377248613,3.0
1.0,2.0,5.0,3.0,4.0,2.0,3.0,0.9790877166907848,3.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9779219124683901,3.0
2.0,3.0,3.0,1.0,4.0,1.0,2.0,0.9777582298230616,2.0
2.0,3.0,4.0,2.0,3.0,2.0,1.0,0.970321293125169,1.0
2.0,3.0,3.0,2.0,3.0,2.0,4.0,0.9839878320789318,4.0
3.0,4.0,3.0,1.0,3.0,1.0,1.0,0.9709815852779129,1.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,0.982570019223581,1.0
1.0,2.0,4.0,3.0,5.0,3.0,5.0,0.9811162210092732,5.0
2.0,3.0,4.0,3.0,3.0,2.0,1.0,0.972783717779241,1.0
3.0,4.0,2.0,1.0,3.0,1.0,4.0,0.9691675286923233,4.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9853997822564854,1.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,0.9851151588933381,1.0
2.0,2.0,4.0,3.0,4.0,2.0,2.0,0.978352202487037,2.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,0.9780949962350914,1.0
1.0,1.0,5.0,4.0,5.0,3.0,3.0,0.9747570655635334,3.0
2.0,2.0,4.0,2.0,4.0,2.0,1.0,0.9787571339952489,1.0
1.0,1.0,5.0,1.0,5.0,1.0,1.0,0.9847203463890487,1.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.9818367125377391,1.0
2.0,3.0,4.0,3.0,2.0,3.0,3.0,0.9764579020800378,3.0
4.0,5.0,1.0,2.0,1.0,2.0,5.0,0.977040854739158,5.0
1.0,1.0,5.0,2.0,5.0,1.0,3.0,0.9843694833158692,3.0
2.0,2.0,4.0,2.0,4.0,2.0,1.0,0.9809533710936493,1.0
3.0,4.0,2.0,1.0,4.0,1.0,1.0,0.9765235690739549,1.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,0.9771296253597878,3.0
1.0,2.0,5.0,3.0,4.0,3.0,3.0,0.9797918088269395,3.0
2.0,2.0,4.0,2.0,4.0,2.0,3.0,0.9825841355355661,3.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,0.9848748716534768,1.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,0.9797434143539693,1.0
2.0,2.0,4.0,2.0,5.0,1.0,2.0,0.9838559378362555,2.0
2.0,2.0,4.0,3.0,4.0,2.0,1.0,0.981032817010069,1.0
2.0,2.0,4.0,3.0,4.0,2.0,3.0,0.97823946230975,3.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9844637735957749,3.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9825453632592548,1.0
3.0,4.0,2.0,1.0,3.0,1.0,3.0,0.980281222174038,3.0
3.0,4.0,3.0,2.0,3.0,1.0,3.0,0.9739335796296104,3.0
3.0,4.0,2.0,2.0,1.0,2.0,4.0,0.982644757591664,4.0
3.0,3.0,3.0,1.0,4.0,1.0,3.0,0.9779597602690232,3.0
2.0,2.0,4.0,2.0,4.0,2.0,4.0,0.980733543305785,4.0
1.0,2.0,5.0,2.0,5.0,1.0,1.0,0.9781843531953411,1.0
3.0,3.0,3.0,1.0,3.0,1.0,3.0,0.9707933470430269,3.0
2.0,2.0,4.0,2.0,5.0,1.0,2.0,0.9871637171686961,2.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9849049432537091,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9848407982127485,1.0
1.0,1.0,5.0,3.0,5.0,2.0,4.0,0.9828632483687909,4.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9824400763828743,1.0
1.0,1.0,5.0,4.0,5.0,3.0,1.0,0.9781452851313268,1.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,0.9796403380667456,1.0
3.0,4.0,3.0,1.0,3.0,1.0,1.0,0.9734259806185254,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9807272908245748,1.0
3.0,3.0,3.0,2.0,4.0,1.0,3.0,0.9765119901790431,3.0
2.0,3.0,3.0,2.0,3.0,2.0,2.0,0.9859749033299314,2.0
2.0,2.0,4.0,2.0,5.0,2.0,1.0,0.9822848948424258,1.0
1.0,1.0,5.0,4.0,5.0,4.0,5.0,0.9779749601973633,5.0
2.0,2.0,4.0,2.0,5.0,1.0,2.0,0.9766651759686924,2.0
3.0,3.0,3.0,1.0,4.0,1.0,4.0,0.9725936748571773,4.0
2.0,3.0,4.0,2.0,3.0,2.0,1.0,0.976878269757014,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9848958322709455,1.0
3.0,3.0,3.0,3.0,2.0,2.0,4.0,0.9779422102778805,4.0
2.0,3.0,3.0,2.0,4.0,1.0,6.0,0.9781041740970056,6.0
1.0,2.0,4.0,4.0,2.0,4.0,4.0,0.9744359907642546,4.0
2.0,3.0,4.0,2.0,4.0,1.0,1.0,0.9722172177721192,1.0
3.0,3.0,3.0,2.0,4.0,2.0,1.0,0.9790971548892644,1.0
1.0,1.0,5.0,5.0,4.0,5.0,5.0,0.9699843053421786,5.0
1.0,1.0,5.0,3.0,4.0,2.0,3.0,0.9806567719132064,3.0
2.0,2.0,4.0,3.0,4.0,2.0,3.0,0.9857037505825731,3.0
1.0,1.0,5.0,2.0,5.0,2.0,5.0,0.989942153146618,5.0
1.0,1.0,5.0,3.0,4.0,2.0,4.0,0.977809527997149,4.0
5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.9095223415301222,1.0
1.0,1.0,5.0,4.0,5.0,4.0,5.0,0.9838620441499698,5.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9767319553312734,3.0
2.0,2.0,4.0,2.0,4.0,2.0,4.0,0.9844353734178931,4.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,0.9852621723022583,2.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9829806850527216,1.0
4.0,5.0,1.0,1.0,2.0,1.0,3.0,0.9670417610744566,3.0
1.0,2.0,4.0,2.0,5.0,1.0,2.0,0.980344135912759,2.0
1.0,1.0,5.0,3.0,5.0,2.0,1.0,0.9827845377780929,1.0
1.0,1.0,5.0,3.0,5.0,2.0,1.0,0.9866978950949907,1.0
1.0,2.0,4.0,3.0,5.0,2.0,1.0,0.9791880399134504,1.0
2.0,2.0,4.0,1.0,5.0,1.0,2.0,0.9840682125988276,2.0
1.0,1.0,5.0,4.0,4.0,3.0,5.0,0.9724145746985199,5.0
1.0,1.0,5.0,4.0,5.0,4.0,1.0,0.9716343739794986,1.0
1.0,1.0,5.0,2.0,5.0,2.0,5.0,0.9797412745377303,5.0
1.0,2.0,4.0,2.0,5.0,1.0,3.0,0.9812486532063137,3.0
2.0,3.0,3.0,1.0,5.0,1.0,3.0,0.9754476309665432,3.0
2.0,2.0,4.0,2.0,5.0,1.0,1.0,0.982397253388588,1.0
1.0,2.0,4.0,1.0,5.0,1.0,1.0,0.9880700235550125,1.0
4.0,5.0,1.0,1.0,3.0,1.0,3.0,0.9536108061868812,3.0
1.0,1.0,5.0,4.0,3.0,4.0,1.0,0.9675844284606023,1.0
1.0,1.0,5.0,3.0,5.0,2.0,4.0,0.9856562317253758,4.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.985885122902371,1.0
2.0,2.0,4.0,2.0,5.0,1.0,1.0,0.980472914798952,1.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,0.981843672815487,3.0
1.0,2.0,5.0,2.0,5.0,2.0,3.0,0.9781141337639725,3.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9808798513661031,3.0
1.0,2.0,5.0,2.0,5.0,2.0,2.0,0.9778503364407232,2.0
1.0,2.0,5.0,3.0,4.0,2.0,3.0,0.9792442870445119,3.0
1.0,1.0,5.0,4.0,4.0,4.0,1.0,0.983503225905124,1.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,0.980285975613957,2.0
4.0,5.0,1.0,1.0,3.0,1.0,1.0,0.9658262787271987,1.0
2.0,2.0,4.0,2.0,5.0,2.0,3.0,0.9889612413667137,3.0
2.0,3.0,3.0,1.0,5.0,1.0,3.0,0.985958720713424,3.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,0.9752891627903466,1.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9761798612404151,3.0
3.0,4.0,2.0,1.0,4.0,1.0,3.0,0.9727934185396959,3.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9815063499833625,3.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,0.9764605976467519,1.0
2.0,2.0,4.0,1.0,5.0,1.0,2.0,0.9777550692299707,2.0
1.0,2.0,5.0,3.0,5.0,2.0,2.0,0.9801163364692104,2.0
1.0,2.0,4.0,2.0,5.0,2.0,6.0,0.9782097615041693,6.0
3.0,4.0,3.0,2.0,2.0,2.0,4.0,0.9746541213203364,4.0
2.0,3.0,3.0,1.0,5.0,1.0,3.0,0.9767599926194305,3.0
1.0,1.0,5.0,5.0,3.0,5.0,3.0,0.964479672662054,3.0
1.0,1.0,5.0,2.0,5.0,2.0,5.0,0.9830997133911379,5.0
1.0,1.0,5.0,4.0,3.0,4.0,3.0,0.9673999802649023,3.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9795463070867934,3.0
2.0,2.0,4.0,2.0,5.0,2.0,3.0,0.9816061695484952,3.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,0.9828951482465101,1.0
3.0,4.0,2.0,2.0,3.0,1.0,3.0,0.9762744589361113,3.0
1.0,2.0,4.0,3.0,3.0,2.0,1.0,0.9790160184717043,1.0
1.0,2.0,4.0,3.0,4.0,3.0,3.0,0.9712816796839118,3.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,0.9846658509252315,1.0
1.0,2.0,4.0,3.0,4.0,2.0,4.0,0.9774779863024677,4.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9782301597920517,3.0
4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.9734516822933256,1.0
1.0,1.0,5.0,3.0,5.0,3.0,3.0,0.9860213070921493,3.0
3.0,3.0,3.0,1.0,4.0,1.0,2.0,0.9809825236551134,2.0
3.0,4.0,2.0,1.0,4.0,1.0,4.0,0.9714503855757506,4.0
1.0,1.0,5.0,3.0,4.0,2.0,1.0,0.9833488342888153,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9824327159936042,1.0
1.0,1.0,5.0,2.0,5.0,2.0,4.0,0.9832875978156106,4.0
1.0,1.0,5.0,4.0,5.0,3.0,1.0,0.9758009671286262,1.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.9729672172595643,1.0
2.0,3.0,4.0,2.0,3.0,2.0,1.0,0.9724762705391949,1.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9843336530336203,3.0
1.0,1.0,5.0,3.0,5.0,3.0,4.0,0.9818783848389153,4.0
1.0,1.0,5.0,3.0,5.0,2.0,5.0,0.9784627625448874,5.0
1.0,2.0,4.0,4.0,3.0,3.0,3.0,0.9752403823610799,3.0
2.0,3.0,3.0,1.0,5.0,1.0,3.0,0.9806191971957118,3.0
2.0,2.0,4.0,2.0,5.0,2.0,5.0,0.9831988098434867,5.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,0.976723324043947,1.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,0.9807385452907531,2.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,0.9812301125002407,1.0
2.0,3.0,4.0,2.0,4.0,2.0,1.0,0.975759503411291,1.0
1.0,1.0,5.0,4.0,4.0,4.0,1.0,0.9559985807781493,1.0
1.0,2.0,4.0,4.0,4.0,3.0,4.0,0.9770661068744508,4.0
1.0,1.0,5.0,5.0,4.0,5.0,4.0,0.9766963439213007,4.0
1.0,2.0,4.0,3.0,4.0,2.0,4.0,0.9806776263494723,4.0
3.0,4.0,3.0,1.0,4.0,1.0,3.0,0.9722186493491756,3.0
1.0,2.0,4.0,2.0,5.0,2.0,2.0,0.9824011024278825,2.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9863296239517115,3.0
1.0,1.0,5.0,4.0,5.0,3.0,3.0,0.9835081777509316,3.0
2.0,2.0,4.0,2.0,4.0,2.0,3.0,0.9898041458478001,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9814998490494172,1.0
1.0,1.0,5.0,3.0,5.0,2.0,4.0,0.9777224300574506,4.0
5.0,5.0,1.0,1.0,1.0,1.0,3.0,0.9126003478294802,3.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9817239363294766,3.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,0.9880683290134405,2.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9852803476418237,1.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.986104915271464,3.0
1.0,2.0,4.0,2.0,5.0,1.0,3.0,0.9790348663473485,3.0
2.0,3.0,3.0,1.0,4.0,1.0,1.0,0.9800441569874777,1.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,0.9826975698402687,1.0
1.0,2.0,4.0,2.0,5.0,1.0,2.0,0.9870411685369767,2.0
2.0,2.0,4.0,2.0,4.0,2.0,3.0,0.9851125110537623,3.0
4.0,5.0,1.0,1.0,2.0,1.0,3.0,0.9495662330930947,3.0
2.0,3.0,4.0,2.0,4.0,2.0,2.0,0.9780387881970641,2.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9875389860498681,1.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9806209986440019,3.0
2.0,2.0,4.0,1.0,5.0,1.0,1.0,0.9795393850065492,1.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,0.980465647195102,1.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,0.9829593303458837,1.0
1.0,2.0,4.0,2.0,4.0,2.0,5.0,0.9783763578895494,5.0
1.0,1.0,5.0,2.0,5.0,1.0,4.0,0.9819166349371179,4.0
1.0,2.0,4.0,4.0,3.0,3.0,3.0,0.9845440744018192,3.0
1.0,2.0,4.0,2.0,5.0,2.0,5.0,0.984432288412033,5.0
2.0,3.0,3.0,2.0,4.0,1.0,3.0,0.9793087507805777,3.0
